application_id;pd;initinal_payment;delay
3303;0.043;0.229;0
3304;0.035;0.277;0
3305;0.094;0.165;0
3306;0.021;0.356;0
3307;0.038;0.3;0
3308;0.02;0.372;0
3309;0.055;0.148;0
3310;0.088;0.174;0
3311;0.058;0.329;0
3312;0.039;0.253;0
3313;0.024;0.406;0
3314;0.049;0.104;0
3315;0.023;0.376;0
3316;0.048;0.233;0
3317;0.034;0.293;0
3318;0.02;0.289;0
3319;0.048;0.295;0
3320;0.022;0.402;0
3321;0.023;0.383;0
3322;0.052;0.305;0
3323;0.04;0.249;0
3324;0.046;0.132;0
3325;0.045;0.186;0
3326;0.123;0.324;0
3327;0.025;0.187;0
3328;0.033;0.217;0
3329;0.032;0.217;0
3330;0.084;0.313;0
3331;0.064;0.141;0
3332;0.15;0.242;0
3333;0.027;0.255;0
3334;0.021;0.41;0
3335;0.106;0.238;0
3336;0.075;0.389;0
3337;0.069;0.178;0
3338;0.041;0.347;0
3339;0.051;0.198;0
3340;0.052;0.23;0
3341;0.031;0.319;0
3342;0.045;0.372;0
3343;0.035;0.281;0
3344;0.038;0.16;0
3345;0.021;0.281;0
3346;0.034;0.189;0
3347;0.067;0.257;0
3348;0.044;0.342;0
3349;0.059;0.311;0
3350;0.071;0.187;0
3351;0.067;0.423;0
3352;0.07;0.055;0
3353;0.058;0.152;0
3354;0.034;0.316;0
3355;0.122;0.153;0
3356;0.011;0.284;0
3357;0.043;0.315;0
3358;0.02;0.168;0
3359;0.076;0.168;0
3360;0.049;0.405;0
3361;0.031;0.397;0
3362;0.042;0.179;0
3363;0.051;0.235;0
3364;0.042;0.302;0
3365;0.06;0.284;0
3366;0.033;0.292;0
3367;0.079;0.228;0
3368;0.063;0.387;0
3369;0.057;0.221;0
3370;0.026;0.32;0
3371;0.027;0.303;0
3372;0.189;0.208;0
3373;0.035;0.362;0
3374;0.043;0.135;1
3375;0.057;0.259;0
3376;0.111;0.382;0
3377;0.034;0.443;0
3378;0.018;0.32;0
3379;0.075;0.394;0
3380;0.03;0.328;0
3381;0.075;0.449;0
3382;0.041;0.343;0
3383;0.056;0.224;0
3384;0.047;0.268;0
3385;0.037;0.35;0
3386;0.045;0.245;0
3387;0.164;0.361;0
3388;0.029;0.289;0
3389;0.02;0.385;0
3390;0.052;0.387;0
3391;0.025;0.325;0
3392;0.029;0.347;0
3393;0.04;0.307;0
3394;0.049;0.347;0
3395;0.019;0.444;0
3396;0.074;0.322;0
3397;0.107;0.271;0
3398;0.043;0.28;0
3399;0.078;0.244;0
3400;0.103;0.113;0
3401;0.128;0.173;0
3402;0.075;0.291;0
3403;0.116;0.288;0
3404;0.047;0.296;0
3405;0.03;0.267;0
3406;0.05;0.122;0
3407;0.026;0.379;0
3408;0.04;0.389;0
3409;0.095;0.151;0
3410;0.035;0.359;0
3411;0.022;0.341;0
3412;0.04;0.311;1
3413;0.036;0.35;0
3414;0.09;0.271;0
3415;0.04;0.237;0
3416;0.071;0.266;0
3417;0.041;0.257;0
3418;0.039;0.363;0
3419;0.053;0.221;0
3420;0.071;0.221;0
3421;0.125;0.165;0
3422;0.177;0.179;0
3423;0.059;0.181;0
3424;0.095;0.275;0
3425;0.088;0.105;0
3426;0.038;0.328;0
3427;0.029;0.356;0
3428;0.024;0.257;0
3429;0.051;0.356;0
3430;0.071;0.177;0
3431;0.032;0.435;0
3432;0.021;0.224;0
3433;0.031;0.307;0
3434;0.03;0.371;0
3435;0.07;0.405;0
3436;0.069;0.195;0
3437;0.048;0.404;0
3438;0.036;0.332;0
3439;0.113;0.055;0
3440;0.045;0.287;0
3441;0.043;0.209;0
3442;0.075;0.364;0
3443;0.028;0.26;0
3444;0.095;0.31;0
3445;0.039;0.262;0
3446;0.056;0.203;0
3447;0.072;0.423;0
3448;0.056;0.129;0
3449;0.02;0.228;0
3450;0.071;0.292;0
3451;0.033;0.261;0
3452;0.038;0.274;0
3453;0.026;0.364;0
3454;0.051;0.22;0
3455;0.074;0.306;0
3456;0.08;0.299;0
3457;0.048;0.258;0
3458;0.059;0.233;0
3459;0.046;0.368;0
3460;0.036;0.316;0
3461;0.047;0.266;0
3462;0.058;0.343;0
3463;0.058;0.342;1
3464;0.032;0.346;0
3465;0.067;0.27;0
3466;0.058;0.235;0
3467;0.025;0.277;0
3468;0.035;0.361;0
3469;0.193;0.175;0
3470;0.131;0.298;0
3471;0.032;0.213;0
3472;0.06;0.332;0
3473;0.036;0.3;0
3474;0.098;0.411;0
3475;0.022;0.298;0
3476;0.034;0.343;0
3477;0.096;0.295;0
3478;0.035;0.324;0
3479;0.048;0.273;0
3480;0.055;0.274;0
3481;0.039;0.235;0
3482;0.035;0.373;0
3483;0.03;0.34;0
3484;0.023;0.37;0
3485;0.061;0.111;0
3486;0.05;0.173;0
3487;0.062;0.279;0
3488;0.035;0.296;0
3489;0.018;0.231;0
3490;0.046;0.288;0
3491;0.072;0.191;0
3492;0.024;0.31;0
3493;0.069;0.254;0
3494;0.147;0.298;0
3495;0.029;0.36;0
3496;0.072;0.211;0
3497;0.045;0.182;0
3498;0.037;0.355;0
3499;0.064;0.258;0
3500;0.049;0.311;0
3501;0.088;0.227;0
3502;0.051;0.27;0
3503;0.055;0.324;0
3504;0.047;0.233;0
3505;0.134;0.274;0
3506;0.054;0.175;0
3507;0.032;0.299;0
3508;0.053;0.277;0
3509;0.04;0.23;0
3510;0.06;0.305;0
3511;0.034;0.291;0
3512;0.133;0.217;0
3513;0.036;0.284;0
3514;0.048;0.177;0
3515;0.029;0.292;0
3516;0.149;0.216;0
3517;0.091;0.22;0
3518;0.079;0.277;0
3519;0.072;0.276;1
3520;0.038;0.256;0
3521;0.019;0.322;0
3522;0.147;0.216;1
3523;0.023;0.19;0
3524;0.067;0.19;0
3525;0.046;0.31;0
3526;0.098;0.247;0
3527;0.055;0.432;0
3528;0.057;0.285;0
3529;0.05;0.202;0
3530;0.102;0.32;0
3531;0.022;0.183;0
3532;0.027;0.188;0
3533;0.055;0.198;0
3534;0.053;0.363;0
3535;0.03;0.319;0
3536;0.043;0.328;0
3537;0.034;0.381;0
3538;0.024;0.213;0
3539;0.064;0.269;0
3540;0.026;0.33;0
3541;0.065;0.208;0
3542;0.015;0.286;0
3543;0.098;0.34;0
3544;0.02;0.295;0
3545;0.036;0.235;0
3546;0.103;0.309;0
3547;0.059;0.327;0
3548;0.174;0.151;0
3549;0.052;0.29;0
3550;0.032;0.315;0
3551;0.026;0.376;0
3552;0.046;0.184;0
3553;0.085;0.25;0
3554;0.092;0.339;0
3555;0.06;0.313;0
3556;0.028;0.326;0
3557;0.032;0.345;0
3558;0.03;0.357;0
3559;0.034;0.285;0
3560;0.09;0.168;0
3561;0.037;0.34;0
3562;0.022;0.24;0
3563;0.129;0.15;0
3564;0.034;0.325;0
3565;0.063;0.313;0
3566;0.121;0.198;0
3567;0.062;0.234;0
3568;0.036;0.166;0
3569;0.035;0.268;0
3570;0.063;0.287;0
3571;0.125;0.245;0
3572;0.064;0.212;0
3573;0.027;0.283;0
3574;0.1;0.234;0
3575;0.023;0.255;0
3576;0.032;0.366;0
3577;0.02;0.29;0
3578;0.038;0.239;0
3579;0.086;0.251;0
3580;0.022;0.219;0
3581;0.12;0.294;0
3582;0.026;0.243;0
3583;0.035;0.305;0
3584;0.042;0.113;0
3585;0.084;0.329;0
3586;0.162;0.105;0
3587;0.025;0.338;0
3588;0.094;0.335;0
3589;0.016;0.291;0
3590;0.037;0.337;0
3591;0.131;0.325;0
3592;0.046;0.229;0
3593;0.156;0.178;1
3594;0.048;0.087;0
3595;0.037;0.341;0
3596;0.066;0.243;0
3597;0.033;0.276;0
3598;0.074;0.305;0
3599;0.038;0.331;0
3600;0.037;0.331;0
3601;0.055;0.27;0
3602;0.037;0.272;0
3603;0.027;0.306;0
3604;0.039;0.243;0
3605;0.038;0.23;0
3606;0.058;0.222;0
3607;0.042;0.348;0
3608;0.03;0.289;0
3609;0.035;0.326;0
3610;0.054;0.213;0
3611;0.021;0.361;0
3612;0.023;0.237;0
3613;0.078;0.305;0
3614;0.027;0.297;0
3615;0.028;0.262;0
3616;0.03;0.366;0
3617;0.097;0.159;0
3618;0.061;0.244;0
3619;0.097;0.155;0
3620;0.127;0.225;0
3621;0.045;0.366;0
3622;0.013;0.272;0
3623;0.047;0.17;0
3624;0.028;0.23;0
3625;0.021;0.222;0
3626;0.012;0.334;0
3627;0.038;0.297;0
3628;0.082;0.307;0
3629;0.073;0.284;0
3630;0.094;0.294;0
3631;0.034;0.21;0
3632;0.036;0.247;0
3633;0.117;0.285;0
3634;0.047;0.315;0
3635;0.051;0.297;0
3636;0.102;0.335;0
3637;0.025;0.3;1
3638;0.05;0.215;0
3639;0.029;0.154;0
3640;0.102;0.413;0
3641;0.039;0.45;0
3642;0.014;0.34;0
3643;0.052;0.337;0
3644;0.055;0.244;0
3645;0.019;0.408;0
3646;0.049;0.241;0
3647;0.031;0.389;0
3648;0.083;0.378;0
3649;0.091;0.32;0
3650;0.056;0.294;0
3651;0.046;0.281;0
3652;0.014;0.428;0
3653;0.091;0.373;0
3654;0.03;0.316;0
3655;0.077;0.164;0
3656;0.09;0.14;0
3657;0.039;0.286;0
3658;0.05;0.378;0
3659;0.023;0.369;0
3660;0.041;0.375;0
3661;0.143;0.21;0
3662;0.051;0.383;0
3663;0.036;0.299;0
3664;0.206;0.148;0
3665;0.052;0.31;0
3666;0.026;0.272;0
3667;0.084;0.338;0
3668;0.026;0.215;0
3669;0.032;0.269;1
3670;0.051;0.355;0
3671;0.097;0.392;0
3672;0.072;0.217;0
3673;0.03;0.263;0
3674;0.051;0.344;0
3675;0.14;0.071;0
3676;0.032;0.366;0
3677;0.018;0.373;1
3678;0.032;0.338;0
3679;0.037;0.364;0
3680;0.03;0.386;0
3681;0.102;0.227;0
3682;0.04;0.33;0
3683;0.027;0.341;0
3684;0.012;0.418;0
3685;0.02;0.176;1
3686;0.049;0.243;0
3687;0.039;0.278;0
3688;0.166;0.105;0
3689;0.038;0.31;0
3690;0.048;0.329;0
3691;0.029;0.283;0
3692;0.05;0.265;0
3693;0.017;0.39;0
3694;0.071;0.377;0
3695;0.028;0.35;0
3696;0.029;0.344;0
3697;0.034;0.21;0
3698;0.063;0.279;0
3699;0.032;0.238;0
3700;0.175;0.101;0
3701;0.041;0.228;0
3702;0.021;0.231;0
3703;0.043;0.189;0
3704;0.023;0.132;0
3705;0.069;0.282;0
3706;0.211;0.194;0
3707;0.023;0.171;0
3708;0.038;0.257;0
3709;0.049;0.292;0
3710;0.063;0.366;0
3711;0.153;0.301;0
3712;0.08;0.184;0
3713;0.03;0.318;0
3714;0.063;0.266;0
3715;0.055;0.297;1
3716;0.023;0.361;0
3717;0.031;0.354;0
3718;0.042;0.281;0
3719;0.178;0.156;0
3720;0.039;0.217;0
3721;0.084;0.231;0
3722;0.025;0.344;0
3723;0.042;0.342;0
3724;0.074;0.181;0
3725;0.029;0.323;0
3726;0.03;0.289;0
3727;0.088;0.216;0
3728;0.014;0.253;0
3729;0.045;0.35;0
3730;0.044;0.427;0
3731;0.037;0.264;0
3732;0.059;0.243;0
3733;0.05;0.334;0
3734;0.028;0.233;0
3735;0.069;0.392;0
3736;0.123;0.286;0
3737;0.058;0.172;0
3738;0.016;0.352;0
3739;0.098;0.15;0
3740;0.124;0.431;0
3741;0.023;0.299;0
3742;0.024;0.348;0
3743;0.022;0.367;0
3744;0.041;0.374;0
3745;0.047;0.352;0
3746;0.038;0.226;0
3747;0.026;0.351;0
3748;0.157;0.187;0
3749;0.041;0.127;0
3750;0.017;0.296;0
3751;0.118;0.212;0
3752;0.033;0.361;0
3753;0.02;0.348;0
3754;0.05;0.269;0
3755;0.033;0.357;0
3756;0.064;0.263;0
3757;0.021;0.428;0
3758;0.118;0.259;0
3759;0.025;0.287;0
3760;0.143;0.201;0
3761;0.057;0.271;0
3762;0.027;0.299;1
3763;0.034;0.292;0
3764;0.051;0.349;0
3765;0.057;0.223;0
3766;0.025;0.326;0
3767;0.097;0.197;0
3768;0.071;0.205;1
3769;0.053;0.259;0
3770;0.02;0.347;0
3771;0.051;0.352;0
3772;0.038;0.28;0
3773;0.066;0.174;0
3774;0.019;0.281;0
3775;0.195;0.165;0
3776;0.026;0.299;0
3777;0.034;0.299;0
3778;0.045;0.362;0
3779;0.111;0.411;0
3780;0.02;0.326;0
3781;0.041;0.282;0
3782;0.043;0.278;0
3783;0.09;0.316;0
3784;0.106;0.189;0
3785;0.027;0.387;0
3786;0.073;0.324;0
3787;0.034;0.26;0
3788;0.063;0.377;0
3789;0.082;0.201;0
3790;0.026;0.358;0
3791;0.136;0.107;0
3792;0.072;0.197;0
3793;0.034;0.362;0
3794;0.038;0.24;0
3795;0.096;0.336;0
3796;0.019;0.363;0
3797;0.024;0.414;0
3798;0.054;0.288;0
3799;0.071;0.346;0
3800;0.085;0.209;0
3801;0.054;0.291;0
3802;0.094;0.253;0
3803;0.051;0.39;0
3804;0.077;0.325;0
3805;0.03;0.27;0
3806;0.028;0.31;0
3807;0.04;0.146;0
3808;0.081;0.186;0
3809;0.08;0.281;0
3810;0.044;0.367;0
3811;0.047;0.181;0
3812;0.031;0.307;0
3813;0.128;0.23;0
3814;0.079;0.279;1
3815;0.019;0.358;0
3816;0.066;0.378;0
3817;0.029;0.245;0
3818;0.032;0.27;0
3819;0.102;0.256;0
3820;0.022;0.314;0
3821;0.028;0.225;0
3822;0.03;0.307;0
3823;0.08;0.264;0
3824;0.031;0.354;0
3825;0.041;0.386;0
3826;0.077;0.088;0
3827;0.025;0.215;0
3828;0.033;0.347;0
3829;0.026;0.251;0
3830;0.088;0.267;0
3831;0.052;0.285;0
3832;0.02;0.213;0
3833;0.044;0.183;0
3834;0.132;0.158;0
3835;0.043;0.29;0
3836;0.03;0.278;0
3837;0.058;0.241;0
3838;0.11;0.2;0
3839;0.05;0.356;0
3840;0.09;0.373;0
3841;0.038;0.332;0
3842;0.054;0.207;0
3843;0.027;0.179;0
3844;0.04;0.33;0
3845;0.035;0.279;0
3846;0.017;0.413;0
3847;0.037;0.293;0
3848;0.09;0.379;0
3849;0.03;0.346;0
3850;0.038;0.164;0
3851;0.024;0.289;0
3852;0.018;0.38;0
3853;0.027;0.275;0
3854;0.044;0.336;0
3855;0.036;0.332;0
3856;0.061;0.162;0
3857;0.024;0.363;0
3858;0.032;0.244;0
3859;0.07;0.214;0
3860;0.066;0.344;0
3861;0.083;0.322;0
3862;0.042;0.268;0
3863;0.038;0.308;0
3864;0.036;0.275;0
3865;0.032;0.275;0
3866;0.178;0.342;0
3867;0.046;0.283;0
3868;0.034;0.38;0
3869;0.166;0.187;0
3870;0.042;0.232;0
3871;0.063;0.341;0
3872;0.026;0.376;0
3873;0.084;0.347;0
3874;0.058;0.091;0
3875;0.029;0.31;0
3876;0.021;0.321;0
3877;0.073;0.324;0
3878;0.053;0.184;0
3879;0.07;0.19;0
3880;0.051;0.298;0
3881;0.033;0.347;0
3882;0.045;0.345;0
3883;0.069;0.096;1
3884;0.064;0.325;0
3885;0.03;0.324;0
3886;0.069;0.21;0
3887;0.04;0.266;0
3888;0.064;0.231;0
3889;0.086;0.262;1
3890;0.021;0.416;0
3891;0.025;0.306;0
3892;0.046;0.238;0
3893;0.027;0.153;0
3894;0.097;0.234;0
3895;0.012;0.402;0
3896;0.025;0.354;0
3897;0.054;0.25;0
3898;0.031;0.312;0
3899;0.193;0.365;0
3900;0.041;0.27;0
3901;0.037;0.293;0
3902;0.033;0.174;0
3903;0.161;0.309;0
3904;0.081;0.141;0
3905;0.041;0.341;0
3906;0.067;0.233;0
3907;0.033;0.232;0
3908;0.056;0.139;0
3909;0.079;0.321;0
3910;0.044;0.366;0
3911;0.014;0.441;0
3912;0.027;0.27;0
3913;0.024;0.393;0
3914;0.034;0.328;0
3915;0.026;0.35;0
3916;0.03;0.295;0
3917;0.024;0.254;0
3918;0.012;0.366;0
3919;0.032;0.384;0
3920;0.043;0.361;0
3921;0.08;0.306;0
3922;0.111;0.298;0
3923;0.011;0.351;0
3924;0.027;0.202;0
3925;0.117;0.289;0
3926;0.068;0.288;0
3927;0.062;0.282;0
3928;0.03;0.339;0
3929;0.044;0.33;0
3930;0.026;0.25;1
3931;0.078;0.323;0
3932;0.025;0.3;0
3933;0.022;0.354;0
3934;0.025;0.383;0
3935;0.041;0.282;0
3936;0.023;0.235;0
3937;0.041;0.33;0
3938;0.077;0.264;0
3939;0.043;0.283;0
3940;0.06;0.282;0
3941;0.032;0.257;0
3942;0.026;0.323;0
3943;0.043;0.298;0
3944;0.05;0.348;0
3945;0.037;0.258;0
3946;0.061;0.342;0
3947;0.017;0.356;0
3948;0.037;0.26;0
3949;0.031;0.313;0
3950;0.035;0.282;1
3951;0.029;0.275;0
3952;0.102;0.365;0
3953;0.029;0.123;0
3954;0.04;0.265;0
3955;0.072;0.242;1
3956;0.025;0.336;0
3957;0.049;0.402;0
3958;0.063;0.374;0
3959;0.018;0.27;0
3960;0.019;0.336;0
3961;0.038;0.405;0
3962;0.032;0.413;0
3963;0.055;0.322;0
3964;0.032;0.325;0
3965;0.035;0.366;0
3966;0.045;0.336;0
3967;0.052;0.316;0
3968;0.021;0.379;0
3969;0.14;0.346;0
3970;0.029;0.302;0
3971;0.1;0.264;0
3972;0.039;0.227;0
3973;0.023;0.18;0
3974;0.023;0.344;0
3975;0.061;0.292;0
3976;0.022;0.122;0
3977;0.044;0.233;0
3978;0.04;0.302;0
3979;0.048;0.253;0
3980;0.036;0.316;0
3981;0.247;0.215;0
3982;0.023;0.418;0
3983;0.039;0.278;0
3984;0.029;0.368;0
3985;0.147;0.262;0
3986;0.072;0.209;0
3987;0.062;0.213;0
3988;0.056;0.269;0
3989;0.056;0.36;0
3990;0.04;0.246;0
3991;0.033;0.371;0
3992;0.035;0.207;0
3993;0.038;0.329;0
3994;0.024;0.161;0
3995;0.052;0.363;0
3996;0.104;0.206;0
3997;0.077;0.207;0
3998;0.019;0.434;0
3999;0.082;0.34;0
4000;0.069;0.27;0
4001;0.044;0.237;0
4002;0.095;0.188;0
4003;0.061;0.202;0
4004;0.134;0.238;0
4005;0.053;0.296;0
4006;0.02;0.388;0
4007;0.075;0.242;1
4008;0.053;0.346;0
4009;0.065;0.199;0
4010;0.025;0.401;0
4011;0.029;0.289;0
4012;0.089;0.229;0
4013;0.04;0.23;0
4014;0.153;0.395;0
4015;0.056;0.334;0
4016;0.034;0.292;0
4017;0.02;0.335;0
4018;0.04;0.231;0
4019;0.046;0.272;0
4020;0.042;0.295;0
4021;0.057;0.202;0
4022;0.052;0.362;0
4023;0.027;0.274;0
4024;0.022;0.331;0
4025;0.04;0.321;0
4026;0.037;0.259;0
4027;0.037;0.281;0
4028;0.037;0.428;0
4029;0.031;0.245;0
4030;0.146;0.211;0
4031;0.039;0.207;0
4032;0.067;0.247;0
4033;0.045;0.345;0
4034;0.018;0.164;0
4035;0.091;0.314;0
4036;0.041;0.242;0
4037;0.027;0.28;0
4038;0.058;0.315;0
4039;0.033;0.214;0
4040;0.063;0.322;1
4041;0.047;0.315;0
4042;0.07;0.271;0
4043;0.021;0.274;0
4044;0.044;0.331;0
4045;0.056;0.327;0
4046;0.037;0.229;0
4047;0.073;0.28;0
4048;0.036;0.237;0
4049;0.067;0.372;0
4050;0.065;0.219;0
4051;0.056;0.194;0
4052;0.044;0.24;0
4053;0.05;0.32;0
4054;0.029;0.269;0
4055;0.038;0.211;0
4056;0.087;0.329;0
4057;0.079;0.152;1
4058;0.028;0.274;0
4059;0.043;0.377;0
4060;0.055;0.2;0
4061;0.044;0.103;0
4062;0.091;0.217;0
4063;0.044;0.229;0
4064;0.021;0.331;0
4065;0.062;0.252;0
4066;0.064;0.314;0
4067;0.041;0.271;0
4068;0.089;0.348;0
4069;0.049;0.382;0
4070;0.029;0.332;0
4071;0.025;0.356;0
4072;0.073;0.226;0
4073;0.047;0.432;0
4074;0.032;0.346;0
4075;0.034;0.339;0
4076;0.04;0.332;0
4077;0.064;0.351;0
4078;0.027;0.269;0
4079;0.034;0.233;0
4080;0.036;0.326;0
4081;0.027;0.229;0
4082;0.032;0.199;0
4083;0.074;0.168;0
4084;0.042;0.228;0
4085;0.08;0.149;0
4086;0.101;0.281;0
4087;0.05;0.277;1
4088;0.02;0.341;0
4089;0.027;0.125;0
4090;0.056;0.196;0
4091;0.028;0.267;0
4092;0.085;0.214;0
4093;0.05;0.297;0
4094;0.021;0.284;0
4095;0.14;0.129;0
4096;0.02;0.361;0
4097;0.033;0.341;0
4098;0.031;0.159;0
4099;0.017;0.261;0
4100;0.066;0.304;0
4101;0.052;0.394;0
4102;0.045;0.255;0
4103;0.032;0.144;0
4104;0.04;0.256;0
4105;0.041;0.303;0
4106;0.072;0.207;0
4107;0.013;0.175;0
4108;0.021;0.302;0
4109;0.016;0.261;0
4110;0.033;0.28;0
4111;0.053;0.32;0
4112;0.044;0.22;1
4113;0.027;0.347;0
4114;0.045;0.257;0
4115;0.022;0.329;0
4116;0.052;0.364;0
4117;0.092;0.157;0
4118;0.062;0.349;0
4119;0.081;0.18;0
4120;0.043;0.256;0
4121;0.026;0.396;0
4122;0.03;0.259;0
4123;0.122;0.182;0
4124;0.027;0.191;0
4125;0.022;0.212;0
4126;0.04;0.241;0
4127;0.03;0.278;0
4128;0.048;0.366;0
4129;0.022;0.271;0
4130;0.151;0.232;0
4131;0.021;0.226;0
4132;0.027;0.279;0
4133;0.027;0.236;0
4134;0.03;0.341;0
4135;0.089;0.145;1
4136;0.102;0.363;0
4137;0.089;0.167;0
4138;0.023;0.155;0
4139;0.033;0.243;0
4140;0.022;0.246;0
4141;0.053;0.225;0
4142;0.057;0.198;0
4143;0.02;0.35;0
4144;0.03;0.278;0
4145;0.099;0.201;0
4146;0.033;0.348;0
4147;0.057;0.329;0
4148;0.057;0.309;0
4149;0.026;0.305;0
4150;0.07;0.178;0
4151;0.045;0.137;0
4152;0.093;0.268;1
4153;0.079;0.281;0
4154;0.03;0.372;0
4155;0.03;0.357;0
4156;0.094;0.345;0
4157;0.024;0.294;0
4158;0.024;0.278;0
4159;0.057;0.333;0
4160;0.029;0.333;0
4161;0.04;0.311;0
4162;0.016;0.409;0
4163;0.062;0.305;0
4164;0.019;0.297;0
4165;0.056;0.272;0
4166;0.05;0.205;0
4167;0.047;0.198;0
4168;0.047;0.296;0
4169;0.1;0.231;0
4170;0.072;0.214;0
4171;0.057;0.188;0
4172;0.087;0.178;0
4173;0.055;0.186;0
4174;0.038;0.149;0
4175;0.042;0.301;0
4176;0.046;0.314;0
4177;0.078;0.293;0
4178;0.039;0.32;0
4179;0.062;0.21;0
4180;0.106;0.143;0
4181;0.034;0.341;0
4182;0.047;0.344;0
4183;0.025;0.346;0
4184;0.03;0.309;0
4185;0.032;0.32;0
4186;0.111;0.314;0
4187;0.041;0.312;0
4188;0.041;0.154;0
4189;0.041;0.331;0
4190;0.043;0.314;0
4191;0.046;0.166;0
4192;0.032;0.234;0
4193;0.073;0.147;0
4194;0.053;0.188;0
4195;0.047;0.398;0
4196;0.035;0.237;0
4197;0.037;0.282;0
4198;0.023;0.241;0
4199;0.076;0.236;0
4200;0.041;0.246;0
4201;0.058;0.309;0
4202;0.056;0.345;0
4203;0.044;0.24;0
4204;0.028;0.342;0
4205;0.06;0.306;0
4206;0.041;0.239;0
4207;0.031;0.229;0
4208;0.022;0.218;0
4209;0.111;0.377;0
4210;0.018;0.224;0
4211;0.028;0.267;0
4212;0.03;0.289;0
4213;0.024;0.188;0
4214;0.023;0.427;0
4215;0.065;0.391;0
4216;0.021;0.384;0
4217;0.096;0.285;0
4218;0.068;0.201;0
4219;0.095;0.394;0
4220;0.05;0.281;1
4221;0.057;0.231;0
4222;0.018;0.314;0
4223;0.028;0.345;0
4224;0.091;0.3;0
4225;0.026;0.186;0
4226;0.067;0.211;0
4227;0.028;0.278;0
4228;0.123;0.193;0
4229;0.032;0.291;0
4230;0.017;0.259;0
4231;0.055;0.305;0
4232;0.049;0.35;0
4233;0.047;0.342;0
4234;0.017;0.419;0
4235;0.045;0.343;0
4236;0.114;0.228;0
4237;0.119;0.209;0
4238;0.081;0.175;0
4239;0.028;0.236;0
4240;0.039;0.308;0
4241;0.153;0.228;1
4242;0.121;0.185;0
4243;0.054;0.385;0
4244;0.132;0.276;0
4245;0.02;0.4;0
4246;0.057;0.371;0
4247;0.222;0.167;0
4248;0.018;0.331;0
4249;0.024;0.283;0
4250;0.088;0.185;0
4251;0.065;0.189;0
4252;0.047;0.325;0
4253;0.061;0.34;0
4254;0.024;0.183;0
4255;0.03;0.227;0
4256;0.024;0.433;0
4257;0.048;0.291;0
4258;0.043;0.2;0
4259;0.032;0.314;0
4260;0.048;0.25;0
4261;0.084;0.355;0
4262;0.052;0.183;0
4263;0.044;0.25;0
4264;0.036;0.235;0
4265;0.029;0.368;0
4266;0.073;0.328;0
4267;0.039;0.307;0
4268;0.054;0.188;0
4269;0.056;0.28;0
4270;0.04;0.228;0
4271;0.089;0.35;0
4272;0.065;0.117;0
4273;0.046;0.264;0
4274;0.055;0.223;0
4275;0.028;0.324;0
4276;0.025;0.36;0
4277;0.033;0.363;0
4278;0.028;0.283;0
4279;0.04;0.177;0
4280;0.051;0.232;0
4281;0.085;0.226;0
4282;0.042;0.379;0
4283;0.02;0.352;0
4284;0.055;0.294;0
4285;0.05;0.318;0
4286;0.032;0.228;0
4287;0.022;0.29;0
4288;0.033;0.396;0
4289;0.092;0.184;0
4290;0.04;0.239;0
4291;0.029;0.448;0
4292;0.065;0.267;0
4293;0.058;0.149;0
4294;0.153;0.312;0
4295;0.089;0.131;0
4296;0.045;0.342;0
4297;0.023;0.131;0
4298;0.022;0.281;0
4299;0.093;0.153;0
4300;0.037;0.291;0
4301;0.077;0.299;0
4302;0.126;0.282;0
4303;0.025;0.293;0
4304;0.024;0.386;0
4305;0.018;0.329;0
4306;0.03;0.331;0
4307;0.018;0.42;0
4308;0.039;0.323;0
4309;0.056;0.265;0
4310;0.029;0.326;0
4311;0.017;0.363;0
4312;0.028;0.425;0
4313;0.024;0.293;0
4314;0.049;0.236;0
4315;0.042;0.258;0
4316;0.048;0.214;0
4317;0.064;0.271;0
4318;0.09;0.294;0
4319;0.036;0.328;0
4320;0.172;0.214;0
4321;0.042;0.248;0
4322;0.024;0.33;0
4323;0.039;0.2;0
4324;0.041;0.172;1
4325;0.052;0.208;0
4326;0.026;0.37;0
4327;0.058;0.227;0
4328;0.072;0.236;0
4329;0.023;0.239;0
4330;0.044;0.283;0
4331;0.065;0.254;0
4332;0.17;0.179;0
4333;0.079;0.298;0
4334;0.046;0.22;0
4335;0.109;0.339;1
4336;0.053;0.198;0
4337;0.036;0.283;0
4338;0.069;0.193;0
4339;0.067;0.267;0
4340;0.027;0.385;0
4341;0.029;0.369;0
4342;0.071;0.129;0
4343;0.025;0.272;0
4344;0.066;0.421;0
4345;0.04;0.281;0
4346;0.034;0.219;0
4347;0.063;0.294;0
4348;0.052;0.281;0
4349;0.06;0.291;0
4350;0.034;0.406;0
4351;0.034;0.322;0
4352;0.021;0.36;0
4353;0.046;0.374;0
4354;0.037;0.308;0
4355;0.028;0.365;0
4356;0.021;0.315;0
4357;0.036;0.266;0
4358;0.068;0.345;0
4359;0.033;0.362;0
4360;0.082;0.339;0
4361;0.136;0.17;0
4362;0.048;0.239;0
4363;0.046;0.216;0
4364;0.05;0.338;0
4365;0.044;0.259;0
4366;0.02;0.369;0
4367;0.06;0.238;0
4368;0.021;0.361;0
4369;0.046;0.221;0
4370;0.031;0.375;0
4371;0.03;0.382;0
4372;0.081;0.223;0
4373;0.052;0.289;0
4374;0.045;0.453;0
4375;0.057;0.204;0
4376;0.057;0.454;0
4377;0.036;0.219;0
